doi,name,affiliation,publisher,type
10.1063/1.5096918,"Cestnik, Rok","Department of Physics and Astronomy, University of Potsdam, Karl-Liebknecht-Str. 24/25, 14476 Potsdam-Golm, Germany; Institute for Brain and Behavior Amsterdam and Amsterdam Movement Sciences, Faculty of Behavioural and Movement Sciences, Vrije Universiteit Amsterdam, van der Boechorststraat 9, 1081BT Amsterdam, The Netherlands",AIP Publishing,JOUR
10.1093/hropen/hoz015,"van Rijswijk, Joukje","Department of Reproductive Medicine, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.1111/dme.14216,"Duinkerken, E.",Epilepsy Centre Instituto Estadual do Cérebro Paulo Niemeyer Rio de Janeiro RJ Brazil; Department of Medical Psychology Amsterdam University Medical Centres Vrije Univeristeit Amsterdam The Netherlands; Amsterdam Diabetes Centre/Department of Internal Medicine Amsterdam University Medical Centres Vrije Univeristeit Amsterdam The Netherlands,Wiley,JOUR
10.1111/apt.15229,"Simsek, Melek","Department of Gastroenterology and Hepatology; Amsterdam UMC, Vrije Universiteit Amsterdam, AG&M research institute; Amsterdam The Netherlands",Wiley,JOUR
10.1021/acsenergylett.9b01945,"ten Brinck, Stephanie","Department of Theoretical Chemistry, Vrije Universiteit Amsterdam, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1093/hropen/hoz002,"Repelaer van Driel- Delprat, C C","Division of Reproductive Medicine, Department of Obstetrics, Gynaecology and Reproductive Medicine, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam MB, The Netherlands",Oxford University Press (OUP),JOUR
10.1002/ejoc.201801745,"Saya, Jordy M.",Department of Chemistry & Pharmaceutical Sciences; Amsterdam Institute for Molecules; Medicines & Systems; Vrije Universiteit Amsterdam; De Boelelaan 1108 1081 HZ Amsterdam the Netherlands,Wiley,JOUR
10.1177/0170840619866490,"van Grinsven, Marlieke","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/0284186x.2019.1675906,"Douma, J. A. J.","Department of Medical Oncology, Amsterdam UMC, Vrije Universiteit Amsterdam, Cancer Center Amsterdam, Amsterdam, The Netherlands;",Informa UK Limited,JOUR
10.1002/ncp.10389,"Dekker, Ingeborg M.",Department of Nutrition and Dietetics; Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam the Netherlands,Wiley,JOUR
10.1177/0165025419880617,"Tieskens, Jacintha M.","Vrije Universiteit Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1177/1477370819838720,"Huijsmans, Twan","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/nrm.12249,"Ansink, Erik",Department of Spatial EconomicsVrije Universiteit AmsterdamAmsterdam The Netherlands; Tinbergen InstituteAmsterdam The Netherlands,Wiley,JOUR
10.1080/2162402x.2019.1708066,"Koster, Bas D.","Departments of Medical Oncology, Amsterdam UMC, Vrije Universiteit, Cancer Center Amsterdam, Amsterdam, the Netherlands",Informa UK Limited,JOUR
10.1111/joor.12807,"Wetselaar, Peter","Department of Orofacial Pain and Dysfunction, Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1177/1542305019828658,"Grimell, Jan","Vrije Universiteit, the Netherlands",SAGE Publications,JOUR
10.1021/acs.jpca.9b03814,"Boughlala, Zakaria","Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling (ACMM), Vrije Universiteit Amsterdam, De Boelelaan 1083, NL-1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/mmi.14255,"Steenhuis, Maurice","Department of Molecular Microbiology, Amsterdam Institute for Molecules Medicines and Systems (AIMMS) Vrije Universiteit Amsterdam the Netherlands",Wiley,JOUR
10.1259/dmfr.20180221,"Hoogeveen, Reinier C.","Department of Oral and Maxillofacial Radiology, Academic Center for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam, Gustav Mahlerlaan, Amsterdam, The Netherlands",British Institute of Radiology,JOUR
10.1080/00141844.2019.1687549,"van Roekel, Eva","Department of Social and Cultural Anthropology, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.2217/epi-2019-0073,"Verberk, Sanne GS","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of Molecular Cell Biology &amp; Immunology, Amsterdam Cardiovascular Sciences, Cancer Center Amsterdam, Amsterdam, The Netherlands",Future Medicine Ltd,JOUR
10.1177/0963721418817755,"van Prooijen, Jan-Willem","Department of Experimental and Applied Psychology, Vrije Universiteit Amsterdam; The Netherlands Institute for the Study of Crime and Law Enforcement, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1002/pbc.28099,"Klein, Kim","Emma Children's Hospital Amsterdam UMC, Vrije Universiteit Amsterdam, Pediatric Oncology, Cancer Center Amsterdam Amsterdam The Netherlands; University Medical Center Utrecht/Wilhelmina Children's Hospital Utrecht The Netherlands; Princess Máxima Center for Pediatric Oncology Utrecht The Netherlands",Wiley,JOUR
10.1029/2018gb005952,"Fleischer, Katrin","Land Surface‐Atmosphere InteractionsTechnical University Munich Freising Germany; Department of Earth Sciences, Cluster Earth and ClimateVrije Universiteit Amsterdam Amsterdam The Netherlands",American Geophysical Union (AGU),JOUR
10.1111/trf.15268,"Piersma, Tjeerd W.",Department of Donor Medicine ResearchSanquin Research Amsterdam The Netherlands; Center for Philanthropic StudiesVrije Universiteit Amsterdam The Netherlands; Department of SociologyVrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1002/chem.201901617,"Narsaria, Ayush K.",Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling (ACMM)Vrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1080/1747423x.2019.1687769,"Dou, Yue","Center for Systems Integration and Sustainability, Michigan State University, East Lansing, USA; Institute for Environmental Studies (IVM), Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/rsp3.12160,"Kurniawan, Hengky","Department of Spatial EconomicsVrije Universiteit Amsterdam The Netherlands; Institute for Economic and Social Research, Faculty of Economics and Business, University of Indonesia (LPEM‐FEBUI) Indonesia",Wiley,JOUR
10.1111/jhn.12641,"Heideman, W. H.",Department of Health Sciences Faculty of Sciences Vrije Universiteit Amsterdam Amsterdam Public Health Research Institute Amsterdam The Netherlands,Wiley,JOUR
10.1080/09638288.2019.1594396,"Wong Chung, Ruud","Department of Educational and Family studies, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands;; Amsterdam Public Health research institute, Amsterdam, the Netherlands;; Merem Medical Rehabilitation, Almere, the Netherlands;",Informa UK Limited,JOUR
10.1002/term.2865,"Rodrigues Neves, Charlotte","Department of Molecular Cell Biology and Immunology, Amsterdam UMC, Vrije Universiteit AmsterdamAmsterdam Infection and Immunity Institute Amsterdam the Netherlands",Wiley,JOUR
10.1177/1747493019830312,"Zandvliet, Sarah B","Department of Rehabilitation Medicine, Amsterdam Neurosciences and Amsterdam Movement Sciences, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1002/essoar.10500404.1,"Muis, Sanne",Vrije Universiteit Amsterdam,Earth and Space Science Open Archive,JOUR
10.1093/geronb/gbz042,"Fleischmann, Maria","Department of Health Sciences, Vrije Universiteit Amsterdam, De Boelelaan 1105, The Netherlands; ESRC International Centre for Lifecourse Studies in Society and Health (ICLS), Department of Epidemiology and Public Health, University College London, Gower Street, United Kingdom",Oxford University Press (OUP),JOUR
10.1111/jan.14116,"Angwenyi, Vibian","Athena Institute for Research on Innovation and Communication in Health and Life Sciences, Faculty of Sciences, Vrije Universiteit Amsterdam Amsterdam the Netherlands; Unit of Equity and Health, Department of Public Health Institute of Tropical Medicine. Nationalestraat Antwerp Belgium; Barcelona Institute for Global Health (ISGlobal), Hospital Clínic, University of Barcelona Barcelona Spain",Wiley,JOUR
10.1111/ecc.13210,"Mieras, Adinda",Department of Pulmonary Diseases Cancer Center Amsterdam Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands; Department of Public and Occupational Health Amsterdam Public Health Research Institute Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands; Expertise Center for Palliative Care Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.est.9b01835,"Brandsma, Sicco H.","Vrije Universiteit, Department of Environment and Health, De Boelelaan 1085, 1081 HV, Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/essoar.10500411.1,"Scussolini, Paolo",Vrije Universiteit Amsterdam,Earth and Space Science Open Archive,JOUR
10.1021/acs.analchem.8b03661,"Pérez-Míguez, Raquel","Division of BioAnalytical Chemistry, Amsterdam Institute for Molecules, Medicines and Systems, Department of Chemistry and Pharmaceutical Sciences, Vrije Universiteit Amsterdam, de Boelelaan 1085, 1081 HV Amsterdam, The Netherlands; Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, Faculty of Sciences, University of Alcalá, Carretera Madrid-Barcelona Km. 33600, 28871, Alcalá de Henares, Madrid, Spain",American Chemical Society (ACS),JOUR
10.1098/rsos.190786,"Kluft, N.","Department of Human Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam Movement Sciences, Amsterdam, The Netherlands",The Royal Society,JOUR
10.1080/17461391.2019.1626911,"De Ruiter, Cornelis J.","Department of Human Movement Sciences, Faculty of Behavioural and Movement Sciences, Amsterdam Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1111/cfs.12684,"Bijleveld, Ganna G.","Athena Institute, Biology and Society Faculty of Earth and Life ScienceVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1021/acsomega.8b02847,"Sijm, Maarten","Division of Medicinal Chemistry, Faculty of Sciences, Amsterdam Institute for Molecules, Medicines and Systems (AIMMS), Vrije Universiteit Amsterdam, De Boelelaan 1108, 1081 HZ Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/nph.15734,"Zhong, Mengying","Systems Ecology Department of Ecological Science Vrije Universiteit Amsterdam De Boelelaan 1085 Amsterdam 1081 HV the Netherlands; Grassland Science Department College of Grassland Science and Technology China Agricultural University No. 2 Yuanmingyuan West Road, Haidian District Beijing 100193 China",Wiley,JOUR
10.1080/09638288.2019.1592246,"Zonneveld, Michael","Faculty of Behavioural and Movement Sciences, Vrije Universiteit, Amsterdam, Netherlands;",Informa UK Limited,JOUR
10.1177/1476127018824838,"Berends, Hans","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1002/chem.201902538,"Narsaria, Ayush K.",Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling (ACMM)Vrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1177/1086026619886848,"van Hille, Iteke","Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/0301006619861876,"Nelson, J. S.","Department of Human Movement Sciences, Vrije Universiteit Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1148/radiol.2019191146,"Barkhof, Frederik","From the Center for Medical Image Computing and Institute of Neurology, University College London, London, England (F.B., G.J.M.P.); and Department of Radiology and Nuclear Medicine, Amsterdam UMC, Vrije Universiteit, De Boelelaan 1117, Amsterdam, the Netherlands (F.B.).",Radiological Society of North America (RSNA),JOUR
10.1111/ene.13904,"Dekker, I.",Department of Radiology and Nuclear Medicine; MS Center Amsterdam; Amsterdam Neuroscience; Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam The Netherlands; Department of Neurology; MS Center Amsterdam; Amsterdam Neuroscience; Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1177/1474704919826851,"Ji, Tingting","Department of Experimental and Applied Psychology, Institute of Brain and Behavior Amsterdam, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1002/pbc.27632,"Kooijmans, Esmee C.M.","Emma's Children's HospitalAmsterdam UMC, Vrije Universiteit Amsterdam, Pediatric Oncology Amsterdam the Netherlands",Wiley,JOUR
10.35500/jghs.2019.1.e11,"Phommachanh, Sysavanh","Institute of Research and Education Development, University of Health Sciences, Ministry of Health, Vientiane, Lao PDR.; Vrije Universiteit Amsterdam, Athena Institute and Amsterdam Public Health Institute, Amsterdam, The Netherlands.",Korean Society of Global Health,JOUR
10.1111/hex.12903,"den Oudendammer, Willemijn M.","Faculty of Science, Athena Institute Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1155/2019/7916298,"van Broekhoven, A.","Department of Pathology, Amsterdam UMC, Vrije Universiteit, Amsterdam, Netherlands; Amsterdam Cardiovascular Sciences, Amsterdam, Netherlands; Department of Cardiac Surgery, Amsterdam UMC, Vrije Universiteit, Amsterdam, Netherlands",Hindawi Limited,JOUR
10.1177/0265407518822779,"Suanet, Bianca","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/bjso.12320,"Fousiani, Kyriaki",Faculty of Behavioural and Movement Sciences Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1111/hex.12913,"Lems, Eva",Athena Institute for Research on Innovation and Communication in Health and Life Sciences Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1002/asia.201900872,"van der Lubbe, Stephanie C. C.",Department of Theoretical Chemistry and Amsterdam Center for Multiscale ModelingVrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1111/jgs.15990,"Legdeur, Nienke","Alzheimer Center Amsterdam, Department of Neurology, Amsterdam NeuroscienceVrije Universiteit Amsterdam, Amsterdam UMC Amsterdam the Netherlands",Wiley,JOUR
10.1002/anie.201813110,"Hauwert, Niels J.",Division of Medicinal Chemistry; Amsterdam Institute for Molecules Medicines and Systems (AIMMS); Vrije Universiteit Amsterdam; De Boelelaan 1108 1081 HZ Amsterdam The Netherlands,Wiley,JOUR
10.1093/esr/jcz014,"Liefbroer, Aart C","Netherlands Interdisciplinary Demographic Institute (NIDI-KNAW), The Hague, The Netherlands; Department of Epidemiology, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands; Department of Sociology, Vrije Universiteit, Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1080/09513590.2019.1650344,"Berkhout, Robbert P.","Amsterdam Reproduction &amp; Development, Center for Reproductive Medicine, University of Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands;; Amsterdam Reproduction &amp; Development, Center for Reproductive Medicine, Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1002/ange.201813110,"Hauwert, Niels J.",Division of Medicinal ChemistryAmsterdam Institute for Molecules Medicines and Systems (AIMMS)Vrije Universiteit Amsterdam De Boelelaan 1108 1081 HZ Amsterdam The Netherlands,Wiley,JOUR
10.1111/idh.12390,"Valkenburg, Cees","Department of Periodontology, Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1177/0301006619853147,"Smeets, Jeroen B. J.","Department of Human Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1093/geront/gnz105,"van de Rijt, Liza J M","Faculty of Dentistry, Department of Orofacial Pain & Dysfunction, Academic Centre of Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1111/coa.13380,"Rijken, J.A.","Department of Otolaryngology/Head and Neck Surgery, Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1002/nav.21837,"Zweers, Bernard G.",Department of StochasticsCWI Amsterdam The Netherlands; Department of MathematicsVrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1210/jc.2019-00202,"Dreijerink, Koen M A","Department of Endocrinology, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",The Endocrine Society,JOUR
10.1080/09638288.2018.1534006,"Ebuenyi, Ikenna D.","Athena Institute, Amsterdam Public Health Research Institute, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands;; ISGlobal Hospital Clínic - Universitat de Barcelona, Barcelona, Spain",Informa UK Limited,JOUR
10.1111/hex.12899,"Damman, Olga C.","Department of Public and Occupational Health, Amsterdam Public Health Research Institute, Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1177/0271678x19851878,"Koopman, Thomas","Department of Radiology &amp; Nuclear Medicine, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/ejop.12449,"Ranalli, Chris",Department of PhilosophyVrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1111/jan.14199,"Prins, Marleen","Trimbos Institute Netherlands Institute of Mental Health and Addiction Utrecht The Netherlands; Department of Clinical, Neuro &amp; Developmental Psychology Section Clinical Psychology Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1029/2018gb005967,"Bröder, Lisa",Department of Environmental Science and Analytical Chemistry; Stockholm University; Stockholm Sweden; Bolin Centre for Climate Research; Stockholm University; Stockholm Sweden; Department of Earth Sciences; Vrije Universiteit Amsterdam; Amsterdam Netherlands,American Geophysical Union (AGU),JOUR
10.1029/2018gc007923,"Graaff, S. J.","Faculty of ScienceVrije Universiteit Amsterdam Amsterdam Netherlands; Analytical, Environmental and GeochemistryVrije Universiteit Brussel Elsene Belgium",American Geophysical Union (AGU),JOUR
10.1177/0163443718810910,"Groot Kormelink, Tim","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/joor.12787,"Wetselaar, Peter","Department of Orofacial Pain and Dysfunction, Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1093/eurheartj/ehz245,"Everaars, Henk","Department of Cardiology, Amsterdam UMC, Vrije Universiteit, ZH 5F003, De Boelelaan 1117, Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.1155/2019/1729013,"Huang, Shengbin","Department of Prosthodontics, School and Hospital of Stomatology, Wenzhou Medical University, Wenzhou, China; Institute of Stomatology, School and Hospital of Stomatology, Wenzhou Medical University, Wenzhou, China; Department of Oral Implantology and Prosthetic Dentistry, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, 1081 LA Amsterdam, Netherlands",Hindawi Limited,JOUR
10.1002/ijc.32668,"Kruger, Dinja T.","Department of Medical OncologyAmsterdam UMC, Vrije Universiteit Amsterdam/Cancer Center Amsterdam Amsterdam The Netherlands; Division of Molecular PathologyThe Netherlands Cancer Institute Amsterdam The Netherlands",Wiley,JOUR
10.1093/beheco/arz009,"Smit, Judith A H","Department of Ecological Science, Vrije Universiteit Amsterdam, De Boelelaan, Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1111/eos.12600,"Osiewicz, Magdalena A.",Department of Integrated Dentistry; Jagiellonian University; Krakow Poland; Department of Dental Materials Science; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam the Netherlands,Wiley,JOUR
10.1287/opre.2018.1813,"Berkhout, Joost","Centrum Wiskunde and Informatica, 1098 XG Amsterdam, Netherlands;; Department of Econometrics and Operations Research, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, Netherlands;",Institute for Operations Research and the Management Sciences (INFORMS),JOUR
10.1029/2018jg004650,"Dean, Joshua F.",Biological and Environmental SciencesUniversity of Stirling Stirling UK; NERC Radiocarbon Facility East Kilbride UK; Department of Earth SciencesVrije Universiteit Amsterdam Amsterdam The Netherlands,American Geophysical Union (AGU),JOUR
10.1002/pon.5111,"Post, Lenneke","Department of Spiritual CareAmsterdam UMC, Vrije Universiteit Amsterdam Amsterdam The Netherlands; Faculty of Religion and TheologyVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1111/jar.12581,"Frederiks, Kyra",Industrial Design Department Eindhoven University of Technology Eindhoven The Netherlands; Clinical Child and Family Studies Department Amsterdam Public Health Research Institute Vrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1002/dev.21900,"Ven, Maria C. J.","Cognitive Neuropsychology, Behavioral and Movement Sciences Vrije Universiteit Amsterdam The Netherlands",Wiley,JOUR
10.1111/vox.12842,"Piersma, Tjeerd W.","Department of Donor Medicine Research Sanquin Research Amsterdam the Netherlands; Center for Philanthropic Studies Vrije Universiteit Amsterdam the Netherlands; Department of Sociology Vrije Universiteit Amsterdam the Netherlands; Department of Clinical Immunology, Copenhagen University Hospital Rigshospitalet Copenhagen Denmark",Wiley,JOUR
10.1080/13674676.2019.1590806,"Liefbroer, Anke I.","Faculty of Religion and Theology, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1104/pp.18.01499,"van den Berg, Tomas E.","Biophysics of Photosynthesis, Department of Physics and Astronomy, Faculty of Sciences, Vrije Universiteit Amsterdam and LaserLaB Amsterdam, 1081 HV Amsterdam, The Netherlands",American Society of Plant Biologists (ASPB),JOUR
10.1111/cid.12750,"Roffel, Sanne","Department of Oral Cell Biology, Academic Centre for Dentistry Amsterdam (ACTA)University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1002/hbm.24638,"Pelkmans, Wiesje","Alzheimer Center Amsterdam, Department of NeurologyAmsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC Amsterdam The Netherlands",Wiley,JOUR
10.1002/open.201900002,"Petelski, Andre Nicolai","Department of Theoretical Chemistry, Amsterdam Center for Multiscale ModelingVrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands; Departamento de Ingeniería QuímicaGrupo de Investigación en Química Teórica y Experimental (QuiTEx)Facultad Regional ResistenciaUniversidad Tecnológica Nacional French 414 H3500CHJ Resistencia Chaco Argentina",Wiley,JOUR
10.1002/open.201900001,"Petelski, André Nicolai","Department of Theoretical Chemistry, Amsterdam Center for Multiscale ModelingVrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands; Departamento de Ingeniería QuímicaGrupo de Investigación en Química Teórica y Experimental (QuiTEx)Facultad Regional ResistenciaUniversidad Tecnológica Nacional French 414 H3500CHJ Resistencia Chaco Argentina",Wiley,JOUR
10.1111/idh.12399,"Van der Weijden, G.A. (Fridus)","Department of Periodontology, Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands; Clinic for Periodontology Utrecht Utrecht The Netherlands",Wiley,JOUR
10.1080/14693062.2019.1624494,"Hermwille, Lukas","Wuppertal Institute for Climate, Environment and Energy, Wuppertal, Germany; Faculty of Earth and Life Sciences, Institute for Environmental Studies (IVM), Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1080/09540121.2018.1563280,"Toxopeus, Dieuwke C. M.","Stichting HIV Monitoring, Amsterdam, Netherlands; Faculty of Science, Athena Institute, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Department of Global Health, Amsterdam Institute for Global Health and Development, Academic Medical Center of the University of Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1111/bjso.12312,"Fousiani, Kyriaki",Faculty of Behavioural and Movement Sciences Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1080/15614263.2019.1658583,"Koedijk, Matthijs","Department of Human Movement Sciences, Amsterdam Movement Sciences and Institute for Brain and Behavior Amsterdam, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Academic Center of Behavioral and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/bjh.16290,"Posthuma, Hidde L. A.","Department of Haematology Cancer Center Amsterdam Amsterdam UMC, Vrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1080/21568235.2017.1296367,"Hasanefendic, Sandra","Department of Organization Sciences, Vrije University, Amsterdam, Netherlands; School of Sociology and Public Policy, Department of Political Science and Public Policy, Instituto Universitario de Lisboa (ISCTE-IUL), Lisbon, Portugal",Informa UK Limited,JOUR
10.1002/jcsm.12411,"Yeung, Suey S.Y.","Department of Human Movement Sciences, @AgeAmsterdam, Faculty of Behavioural and Movement Sciences, Amsterdam Movement SciencesVrije Universiteit Amsterdam The Netherlands; Department of Medicine and Aged Care, @AgeMelbourne, The Royal Melbourne HospitalThe University of Melbourne Melbourne Victoria Australia",Wiley,JOUR
10.1002/gbc.20026,"Fleischer, K.","Department of Earth Sciences, Cluster Earth and Climate; Vrije Universiteit Amsterdam; Amsterdam The Netherlands",American Geophysical Union (AGU),JOUR
10.1111/j.1467-8721.2006.00438.x,"Koole, Sander L.","Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/107179199600300407,"Den Hartog, Deanne N.",Vrije Universiteit Amsterdam,SAGE Publications,JOUR
10.1111/rssc.12346,"Aflakparast, Mehran",Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1177/0956797612452865,"Van der Burg, Erik",Vrije Universiteit Amsterdam; University of Sydney,SAGE Publications,JOUR
10.1111/phis.12119,"Dutilh Novaes, Catarina",Vrije Universiteit Amsterdam,Wiley,JOUR
10.1002/9781118960608.gbm00860,"van Spanning, Rob J.M.",Vrije Universiteit; Department of Molecular Cell Physiology/Molecular Microbial Ecology; De Boelelaan 1087 HV Amsterdam NL-1081 The Netherlands,"John Wiley & Sons, Ltd",JOUR
10.1200/jco.2000.18.15.2811,"de Hullu, J.A.","From the Departments of Gynecologic OncologyPathology, and Nuclear Medicine, University Hospital Groningen, Groningen; and Departments of Gynecologic Oncology and Pathology, Academic Hospital Vrije Universiteit, Amsterdam, the Netherlands.",American Society of Clinical Oncology (ASCO),JOUR
10.1080/20504721.2016.1245913,"Lauwaert, Katrien","Senior researcher, University of Leuven, Leuven, Belgium; Holder of the Bianchi Chair in Restorative Justice , Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1002/0470848944.hsa041,"Sampurno Bruijnzeel, LA",Vrije Universiteit; Amsterdam The Netherlands,"John Wiley & Sons, Ltd",JOUR
10.1093/geront/gny132,"Swinkels, Joukje C","Department of Sociology, Faculty of Social Sciences, Vrije Universiteit Amsterdam",Oxford University Press (OUP),JOUR
10.1002/jcp.26024,"Cao, Yixuan",Department of Oral Cell Biology and Functional Anatomy; Academic Center for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1177/0959354399095002,"ten Berge, Timon","Vrije Universiteit,",SAGE Publications,JOUR
10.1161/01.res.0000129254.25507.d6,"Kass, David A.","From the Division of Cardiology (D.A.K.), Department of Medicine, Johns Hopkins School of Medicine, Baltimore, Md; and the Institute for Cardiovascular Research (W.J.P., J.G.F.B.), Vrije Universiteit Amsterdam, Amsterdam, the Netherlands.",Ovid Technologies (Wolters Kluwer Health),JOUR
10.1080/10410236.2017.1384429,"Klemm, Celine","Department of Communication Science, Vrije Universiteit Amsterdam",Informa UK Limited,JOUR
